日時,レース名,グレード,着順,馬名,年齢,騎手,調教師
2020年8月2日,北海道新聞杯クイーンステークス,GⅢ,9,サムシングジャスト,牝4,武 豊,松田 国英
2020年8月2日,北海道新聞杯クイーンステークス,GⅢ,10,コントラチェック,牝4,C.ルメール,藤沢 和雄
2020年8月2日,北海道新聞杯クイーンステークス,GⅢ,11,アロハリリー,牝5,池添 謙一,高野 友和
2020年8月2日,北海道新聞杯クイーンステークス,GⅢ,12,オールフォーラヴ,牝5,横山 武史,中内田 充正
2020年8月2日,北海道新聞杯クイーンステークス,GⅢ,13,タガノアスワド,牝6,西村 淳也,五十嵐 忠男
2020年8月2日,北海道新聞杯クイーンステークス,GⅢ,14,モルフェオルフェ,牝5,柴田 善臣,大江原 哲
2020年8月9日,レパードステークス,GⅢ,1,ケンシンコウ,牡3,丸山 元気,小西 一男
2020年8月9日,レパードステークス,GⅢ,2,ミヤジコクオウ,牡3,和田 竜二,川村 禎彦
2020年8月9日,レパードステークス,GⅢ,3,ブランクチェック,牝3,戸崎 圭太,栗田 徹
2020年8月9日,レパードステークス,GⅢ,4,デュードヴァン,牡3,川田 将雅,加藤 征弘
2020年8月9日,レパードステークス,GⅢ,5,ニュートンテソーロ,牡3,北村 友一,田中 博康
2020年8月9日,レパードステークス,GⅢ,6,ラブリーエンジェル,牝3,木幡 巧也,堀井 雅広
2020年8月9日,レパードステークス,GⅢ,7,ラインベック,牡3,M.デムーロ,友道 康夫
2020年8月9日,レパードステークス,GⅢ,8,タイガーインディ,牡3,鮫島 克駿,大橋 勇樹
2020年8月9日,レパードステークス,GⅢ,9,ダンツエリーゼ,牝3,太宰 啓介,本田 優
2020年8月9日,レパードステークス,GⅢ,10,フレイムウィングス,牡3,西村 淳也,岡田 稲男
2020年8月9日,レパードステークス,GⅢ,11,フリーフロー,牡3,丸田 恭介,宗像 義忠
2020年8月9日,レパードステークス,GⅢ,12,ライトウォーリア,牡3,岩田 望来,高野 友和
2020年8月9日,レパードステークス,GⅢ,13,フェイバリット,牡3,原 優介,小桧山 悟
2020年8月9日,レパードステークス,GⅢ,14,バンクオブクラウズ,牡3,藤井 勘一郎,石坂 公一
2020年8月9日,レパードステークス,GⅢ,15,メイショウダジン,牡3,幸 英明,松永 昌博
2020年8月9日,エルムステークス,GⅢ,1,タイムフライヤー,牡5,C.ルメール,松田 国英
2020年8月9日,エルムステークス,GⅢ,2,ウェスタールンド,せん8,藤岡 佑介,佐々木 晶三
2020年8月9日,エルムステークス,GⅢ,3,アナザートゥルース,せん6,大野 拓弥,高木 登
2020年8月9日,エルムステークス,GⅢ,4,ハイランドピーク,牡6,横山 和生,土田 稔
2020年8月9日,エルムステークス,GⅢ,5,ワンダーリーデル,牡7,横山 典弘,安田 翔伍
2020年8月9日,エルムステークス,GⅢ,6,アルクトス,牡5,田辺 裕信,栗田 徹
2020年8月9日,エルムステークス,GⅢ,7,エアスピネル,牡7,武 豊,笹田 和秀
2020年8月9日,エルムステークス,GⅢ,8,ワイルドカード,牡6,北村 宏司,木村 哲也
2020年8月9日,エルムステークス,GⅢ,9,アディラート,牡6,吉田 隼人,須貝 尚介
2020年8月9日,エルムステークス,GⅢ,10,リアンヴェリテ,牡6,国分 恭介,中竹 和也
2020年8月9日,エルムステークス,GⅢ,11,ロードゴラッソ,牡5,池添 謙一,藤岡 健一
2020年8月9日,エルムステークス,GⅢ,12,バスカヴィル,牡6,浜中 俊,加藤 征弘
2020年8月9日,エルムステークス,GⅢ,13,サトノティターン,牡7,藤岡 康太,堀 宣行
2020年8月9日,エルムステークス,GⅢ,14,ヒラボクラターシュ,牡5,横山 武史,大久保 龍志
2020年8月16日,関屋記念,GⅢ,1,サトノアーサー,牡6,戸崎 圭太,池江 泰寿
2020年8月16日,関屋記念,GⅢ,2,トロワゼトワル,牝5,三浦 皇成,安田 隆行
2020年8月16日,関屋記念,GⅢ,3,アンドラステ,牝4,岩田 望来,中内田 充正
2020年8月16日,関屋記念,GⅢ,4,ミッキーブリランテ,牡4,岩田 康誠,矢作 芳人
2020年8月16日,関屋記念,GⅢ,5,ミラアイトーン,牡6,横山 和生,菊沢 隆徳
2020年8月16日,関屋記念,GⅢ,6,エントシャイデン,牡5,川須 栄彦,矢作 芳人
2020年8月16日,関屋記念,GⅢ,7,グルーヴィット,牡4,M.デムーロ,松永 幹夫
2020年8月16日,関屋記念,GⅢ,8,メイショウグロッケ,牝6,柴田 善臣,荒川 義之
2020年8月16日,関屋記念,GⅢ,9,アストラエンブレム,せん7,北村 宏司,小島 茂之
2020年8月16日,関屋記念,GⅢ,10,プロディガルサン,牡7,丸山 元気,国枝 栄
2020年8月16日,関屋記念,GⅢ,11,ジャンダルム,牡5,藤井 勘一郎,池江 泰寿
2020年8月16日,関屋記念,GⅢ,12,メイケイダイハード,牡5,石橋 脩,中竹 和也
2020年8月16日,関屋記念,GⅢ,13,ペプチドバンブー,牡5,津村 明秀,武 英智
2020年8月16日,関屋記念,GⅢ,14,ハーレムライン,牝5,木幡 巧也,田中 清隆
2020年8月16日,関屋記念,GⅢ,15,プリモシーン,牝5,福永 祐一,木村 哲也
2020年8月16日,関屋記念,GⅢ,16,ドーヴァー,牡7,田辺 裕信,伊藤 圭三
2020年8月16日,関屋記念,GⅢ,17,ブラックムーン,牡8,内田 博幸,西浦 勝一
2020年8月16日,関屋記念,GⅢ,18,クリノガウディー,牡4,横山 典弘,藤沢 則雄
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,1,アールスター,牡5,長岡 禎仁,杉山 晴紀
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,2,サトノガーネット,牝5,松山 弘平,矢作 芳人
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,3,アウトライアーズ,牡6,丸田 恭介,小島 茂之
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,4,アメリカズカップ,牡6,和田 竜二,音無 秀孝
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,5,ノーブルマーズ,牡7,高倉 稜,宮本 博
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,6,ランブリングアレー,牝4,武 豊,友道 康夫
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,7,ショウナンバルディ,牡4,鮫島 克駿,松下 武士
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,8,ロードクエスト,牡7,西村 淳也,小島 茂之
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,9,レイホーロマンス,牝7,秋山 真一郎,橋田 満
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,10,サラス,牝5,松若 風馬,西村 真幸
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,11,サトノルークス,牡4,川田 将雅,池江 泰寿
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,12,タニノフランケル,牡5,幸 英明,角居 勝彦
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,13,サマーセント,牝4,酒井 学,斉藤 崇史
2020年8月16日,農林水産省賞典　小倉記念,GⅢ,14,ミスディレクション,せん6,太宰 啓介,武 幸四郎
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,1,レッドアンシェル,牡6,福永 祐一,庄野 靖志
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,2,モズスーパーフレア,牝5,松若 風馬,音無 秀孝
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,3,アウィルアウェイ,牝4,川田 将雅,高野 友和
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,4,クライムメジャー,牡6,鮫島 克駿,渡辺 薫彦
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,4,アンヴァル,牝5,北村 友一,藤岡 健一
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,6,トゥラヴェスーラ,牡5,武 豊,高橋 康之
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,7,ジョーカナチャン,牝5,菱田 裕二,松下 武士
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,8,プリディカメント,牝5,浜中 俊,吉村 圭司
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,9,タイセイアベニール,牡5,松山 弘平,西村 真幸
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,10,メイショウキョウジ,牡5,藤岡 康太,藤岡 健一
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,11,ブライティアレディ,牝7,幸 英明,武 幸四郎
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,12,マイネルグリット,牡3,国分 優作,吉田 直弘
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,13,ダイメイプリンセス,牝7,秋山 真一郎,森田 直行
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,13,メジェールスー,牝5,岡田 祥嗣,藤原 英昭
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,15,ジョイフル,牡6,川又 賢治,吉村 圭司
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,16,ラブカンプー,牝5,藤田 菜七子,森田 直行
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,17,ゴールドクイーン,牝5,古川 吉洋,坂口 智康
2020年8月23日,テレビ西日本賞北九州記念,GⅢ,18,カリオストロ,牝3,酒井 学,加用 正
2020年8月23日,札幌記念,GⅡ,1,ノームコア,牝5,横山 典弘,萩原 清
2020年8月23日,札幌記念,GⅡ,2,ペルシアンナイト,牡6,大野 拓弥,池江 泰寿
2020年8月23日,札幌記念,GⅡ,3,ラッキーライラック,牝5,M.デムーロ,松永 幹夫
2020年8月23日,札幌記念,GⅡ,4,ポンデザール,牝5,C.ルメール,堀 宣行
2020年8月23日,札幌記念,GⅡ,5,イェッツト,牡5,横山 武史,金成 貴史
2020年8月23日,札幌記念,GⅡ,6,トーセンスーリヤ,牡5,横山 和生,小野 次郎
2020年8月23日,札幌記念,GⅡ,7,カウディーリョ,牡4,藤岡 佑介,堀 宣行
2020年8月23日,札幌記念,GⅡ,8,トーラスジェミニ,牡4,木幡 育也,小桧山 悟
2020年8月23日,札幌記念,GⅡ,9,ブラックホール,牡3,石川 裕紀人,相沢 郁
2020年8月23日,札幌記念,GⅡ,10,アドマイヤジャスタ,牡4,吉田 隼人,須貝 尚介
2020年8月23日,札幌記念,GⅡ,11,ドレッドノータス,せん7,坂井 瑠星,矢作 芳人
2020年8月23日,札幌記念,GⅡ,12,ルミナスウォリアー,牡9,川島 信二,新谷 功一
2020年8月29日,小倉サマージャンプ,J・GⅢ,1,スプリングボックス,牡6,森 一馬,寺島 良
2020年8月29日,小倉サマージャンプ,J・GⅢ,2,ブレイクスピアー,牡5,熊沢 重文,長谷川 浩大
2020年8月29日,小倉サマージャンプ,J・GⅢ,3,ハルキストン,牡5,難波 剛健,浅見 秀一
2020年8月29日,小倉サマージャンプ,J・GⅢ,4,マイネルレオーネ,牡8,平沢 健治,清水 久詞
2020年8月29日,小倉サマージャンプ,J・GⅢ,5,クリノライジン,牡4,小野寺 祐太,荒川 義之
2020年8月29日,小倉サマージャンプ,J・GⅢ,5,タガノグルナ,牡6,北沢 伸也,大根田 裕之
2020年8月29日,小倉サマージャンプ,J・GⅢ,7,セイウンフォーカス,牡5,中村 将之,宮本 博
2020年8月29日,小倉サマージャンプ,J・GⅢ,8,ニシノベイオウルフ,牡5,大江原 圭,小桧山 悟
2020年8月29日,小倉サマージャンプ,J・GⅢ,9,マンノグランプリ,牡4,西谷 誠,角田 晃一
2020年8月29日,小倉サマージャンプ,J・GⅢ,10,オブリゲーション,牡7,小坂 忠士,奥村 豊
2020年8月29日,小倉サマージャンプ,J・GⅢ,11,シゲルロウニンアジ,牡7,高田 潤,湯窪 幸雄
2020年8月29日,小倉サマージャンプ,J・GⅢ,12,サウスオブボーダー,牡7,五十嵐 雄祐,五十嵐 忠男
2020年8月29日,小倉サマージャンプ,J・GⅢ,13,ベストサポーター,牡7,伊藤 工真,和田 雄二
2020年8月29日,小倉サマージャンプ,J・GⅢ,14,トゥルーハート,せん7,白浜 雄造,庄野 靖志
2020年8月30日,新潟２歳ステークス,GⅢ,1,ショックアクション,牡2,戸崎 圭太,大久保 龍志
2020年8月30日,新潟２歳ステークス,GⅢ,2,ブルーシンフォニー,牡2,田辺 裕信,伊藤 圭三
2020年8月30日,新潟２歳ステークス,GⅢ,3,フラーズダルム,牝2,福永 祐一,松永 昌博
2020年8月30日,新潟２歳ステークス,GⅢ,4,ファルヴォーレ,牡2,岩田 康誠,高橋 義忠
2020年8月30日,新潟２歳ステークス,GⅢ,5,シュヴァリエローズ,牡2,M.デムーロ,清水 久詞
2020年8月30日,新潟２歳ステークス,GⅢ,6,セイウンダイモス,牡2,内田 博幸,和田 勇介
2020年8月30日,新潟２歳ステークス,GⅢ,7,ロードマックス,牡2,岩田 望来,藤原 英昭
2020年8月30日,新潟２歳ステークス,GⅢ,8,ブルーバード,牝2,柴田 大知,中舘 英二
2020年8月30日,新潟２歳ステークス,GⅢ,9,ハヴァス,牡2,丸山 元気,橋口 慎介
2020年8月30日,新潟２歳ステークス,GⅢ,10,ジュラメント,牝2,藤田 菜七子,根本 康広
2020年8月30日,新潟２歳ステークス,GⅢ,11,タイガーリリー,牝2,三浦 皇成,尾関 知人
2020年8月30日,キーンランドカップ,GⅢ,1,エイティーンガール,牝4,坂井 瑠星,飯田 祐史
2020年8月30日,キーンランドカップ,GⅢ,2,ライトオンキュー,牡5,古川 吉洋,昆 貢
2020年8月30日,キーンランドカップ,GⅢ,3,ディメンシオン,牝6,松田 大作,藤原 英昭
2020年8月30日,キーンランドカップ,GⅢ,4,アスタールビー,牝4,吉田 隼人,南井 克巳
2020年8月30日,キーンランドカップ,GⅢ,5,ヤマカツマーメイド,牝3,池添 謙一,池添 兼雄
2020年8月30日,キーンランドカップ,GⅢ,6,ビリーバー,牝5,杉原 誠人,石毛 善彦
2020年8月30日,キーンランドカップ,GⅢ,7,ダイメイフジ,牡6,菱田 裕二,森田 直行
2020年8月30日,キーンランドカップ,GⅢ,8,ダイシンバルカン,牡8,勝浦 正樹,吉田 直弘
2020年8月30日,キーンランドカップ,GⅢ,9,メイショウショウブ,牝4,横山 典弘,池添 兼雄
2020年8月30日,キーンランドカップ,GⅢ,10,フィアーノロマーノ,牡6,藤岡 康太,高野 友和
2020年8月30日,キーンランドカップ,GⅢ,11,クールティアラ,牝4,丹内 祐次,矢野 英一
2020年8月30日,キーンランドカップ,GⅢ,12,ショウナンアンセム,牡7,石川 裕紀人,田中 剛
2020年8月30日,キーンランドカップ,GⅢ,13,カッパツハッチ,牝5,大野 拓弥,矢野 英一
2020年8月30日,キーンランドカップ,GⅢ,14,イベリス,牝4,横山 武史,角田 晃一
2020年8月30日,キーンランドカップ,GⅢ,15,ダイアトニック,牡5,武 豊,安田 隆行
2020年8月30日,キーンランドカップ,GⅢ,16,メイショウカズヒメ,牝6,柴山 雄一,南井 克巳
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,1,ソダシ,牝2,吉田 隼人,須貝 尚介
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,2,ユーバーレーベン,牝2,戸崎 圭太,手塚 貴久
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,3,バスラットレオン,牡2,坂井 瑠星,矢作 芳人
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,4,アオイゴールド,牝2,団野 大成,和田 雄二
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,5,ヴェローチェオロ,牡2,大野 拓弥,須貝 尚介
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,6,ヴィゴーレ,牡2,池添 謙一,松永 幹夫
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,7,コスモアシュラ,牡2,丹内 祐次,中野 栄治
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,8,ウイングリュック,牡2,和田 竜二,宮 徹
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,9,ウインルーア,牝2,横山 武史,青木 孝文
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,10,リキサントライ,牡2,柴山 雄一,池添 兼雄
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,11,ジオルティ,牡2,C.ルメール,杉山 晴紀
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,12,カガフラッシュ,牡2,江田 照男,萱野 浩二
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,13,ピンクカメハメハ,牡2,武 豊,森 秀行
2020年9月5日,農林水産省賞典 札幌２歳ステークス,GⅢ,14,スライリー,牝2,石川 裕紀人,相沢 郁
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,1,ブラヴァス,牡4,福永 祐一,友道 康夫
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,2,ジナンボー,牡5,M.デムーロ,堀 宣行
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,3,サンレイポケット,牡5,荻野 極,高橋 義忠
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,4,サトノガーネット,牝5,坂井 瑠星,矢作 芳人
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,5,サトノダムゼル,牝4,岩田 康誠,堀 宣行
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,6,カデナ,牡6,鮫島 克駿,中竹 和也
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,7,ピースワンパラディ,牡4,池添 謙一,大竹 正博
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,8,ウインガナドル,牡6,三浦 皇成,上原 博之
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,9,ゴールドギア,牡5,武藤 雅,伊藤 圭三
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,10,ワーケア,牡3,C.ルメール,手塚 貴久
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,11,リープフラウミルヒ,牝5,津村 明秀,相沢 郁
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,12,アイスストーム,牡5,柴田 大知,吉村 圭司
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,13,サトノクロニクル,牡6,藤井 勘一郎,池江 泰寿
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,14,アールスター,牡5,長岡 禎仁,杉山 晴紀
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,15,インビジブルレイズ,牡6,北村 宏司,吉村 圭司
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,16,アイスバブル,牡5,戸崎 圭太,池江 泰寿
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,17,メートルダール,牡7,丸山 元気,戸田 博文
2020年9月6日,農林水産省賞典 新潟記念,GⅢ,18,プレシャスブルー,牡6,石橋 脩,相沢 郁
2020年9月6日,小倉２歳ステークス,GⅢ,1,メイケイエール,牝2,武 豊,武 英智
2020年9月6日,小倉２歳ステークス,GⅢ,2,モントライゼ,牡2,川田 将雅,松永 幹夫
2020年9月6日,小倉２歳ステークス,GⅢ,3,フォドラ,牝2,北村 友一,牧浦 充徳
2020年9月6日,小倉２歳ステークス,GⅢ,4,ルクシオン,牝2,松山 弘平,河内 洋
2020年9月6日,小倉２歳ステークス,GⅢ,5,フリード,牝2,和田 竜二,西園 正都
2020年9月6日,小倉２歳ステークス,GⅢ,6,アールラプチャー,牝2,太宰 啓介,千田 輝彦
2020年9月6日,小倉２歳ステークス,GⅢ,7,ラマルセイエーズ,牝2,幸 英明,森田 直行
2020年9月6日,小倉２歳ステークス,GⅢ,8,セレッソフレイム,牝2,小牧 太,服部 利之
2020年9月6日,小倉２歳ステークス,GⅢ,9,リサコーハク,牝2,松若 風馬,川村 禎彦
2020年9月6日,小倉２歳ステークス,GⅢ,10,カシノレオ,牡2,酒井 学,鈴木 孝志
2020年9月12日,紫苑ステークス,GⅢ,1,マルターズディオサ,牝3,田辺 裕信,手塚 貴久
2020年9月12日,紫苑ステークス,GⅢ,2,パラスアテナ,牝3,武 豊,高柳 瑞樹
2020年9月12日,紫苑ステークス,GⅢ,3,シーズンズギフト,牝3,C.ルメール,黒岩 陽一
2020年9月12日,紫苑ステークス,GⅢ,4,マジックキャッスル,牝3,浜中 俊,国枝 栄
2020年9月12日,紫苑ステークス,GⅢ,5,ミスニューヨーク,牝3,加藤 祥太,杉山 晴紀
2020年9月12日,紫苑ステークス,GⅢ,6,ウインマイティー,牝3,和田 竜二,五十嵐 忠男
2020年9月12日,紫苑ステークス,GⅢ,7,クロスセル,牝3,内田 博幸,和田 正一郎
2020年9月12日,紫苑ステークス,GⅢ,8,スマートリアン,牝3,横山 武史,石橋 守
2020年9月12日,紫苑ステークス,GⅢ,9,スカイグルーヴ,牝3,戸崎 圭太,木村 哲也
2020年9月12日,紫苑ステークス,GⅢ,10,コトブキテティス,牝3,北村 宏司,田島 俊明
2020年9月12日,紫苑ステークス,GⅢ,11,ホウオウエミーズ,牝3,津村 明秀,池上 昌和
2020年9月12日,紫苑ステークス,GⅢ,12,ラヴユーライヴ,牝3,坂井 瑠星,矢作 芳人
2020年9月12日,紫苑ステークス,GⅢ,13,ホウオウピースフル,牝3,池添 謙一,大竹 正博
2020年9月12日,紫苑ステークス,GⅢ,14,フェルマーテ,牝3,吉田 豊,戸田 博文
2020年9月12日,紫苑ステークス,GⅢ,15,レッドルレーヴ,牝3,三浦 皇成,藤沢 和雄
2020年9月12日,紫苑ステークス,GⅢ,16,チェーンオブラブ,牝3,石橋 脩,小笠 倫弘
2020年9月12日,紫苑ステークス,GⅢ,17,ストリートピアノ,牝3,武藤 雅,武藤 善則
2020年9月12日,紫苑ステークス,GⅢ,18,ショウナンハレルヤ,牝3,丸山 元気,矢野 英一
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,1,トロワゼトワル,牝5,横山 典弘,安田 隆行
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,2,スマイルカナ,牝3,柴田 大知,高橋 祥泰
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,3,ボンセルヴィーソ,牡6,木幡 巧也,池添 学
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,4,ジャンダルム,牡5,藤井 勘一郎,池江 泰寿
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,5,シゲルピンクダイヤ,牝4,和田 竜二,渡辺 薫彦
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,6,アルーシャ,牝5,戸崎 圭太,藤沢 和雄
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,7,ストーミーシー,牡7,田辺 裕信,斎藤 誠
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,8,エントシャイデン,牡5,大野 拓弥,矢作 芳人
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,9,アストラエンブレム,せん7,横山 武史,小島 茂之
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,10,アンドラステ,牝4,C.ルメール,中内田 充正
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,11,ミッキーブリランテ,牡4,坂井 瑠星,矢作 芳人
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,12,アフランシール,牝4,津村 明秀,尾関 知人
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,13,ラセット,牡5,秋山 真一郎,庄野 靖志
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,14,スイープセレリタス,牝4,丸山 元気,藤沢 和雄
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,15,メイケイダイハード,牡5,酒井 学,中竹 和也
2020年9月13日,京成杯オータムハンデキャップ,GⅢ,16,ルフトシュトローム,牡3,石橋 脩,堀 宣行
2020年9月13日,産経賞セントウルステークス,GⅡ,1,ダノンスマッシュ,牡5,三浦 皇成,安田 隆行
2020年9月13日,産経賞セントウルステークス,GⅡ,2,メイショウグロッケ,牝6,浜中 俊,荒川 義之
2020年9月13日,産経賞セントウルステークス,GⅡ,3,ミスターメロディ,牡5,北村 友一,藤原 英昭
2020年9月13日,産経賞セントウルステークス,GⅡ,4,タイセイアベニール,牡5,松山 弘平,西村 真幸
2020年9月13日,産経賞セントウルステークス,GⅡ,5,ビアンフェ,牡3,藤岡 佑介,中竹 和也
2020年9月13日,産経賞セントウルステークス,GⅡ,6,トゥラヴェスーラ,牡5,武 豊,高橋 康之
2020年9月13日,産経賞セントウルステークス,GⅡ,7,クリノガウディー,牡4,森 裕太朗,藤沢 則雄
2020年9月13日,産経賞セントウルステークス,GⅡ,8,ラヴィングアンサー,牡6,吉田 隼人,石坂 正
2020年9月13日,産経賞セントウルステークス,GⅡ,9,トウショウピスト,牡8,丸田 恭介,土田 稔
2020年9月13日,産経賞セントウルステークス,GⅡ,10,シヴァージ,牡5,岩田 望来,野中 賢二
2020年9月13日,産経賞セントウルステークス,GⅡ,11,ノーワン,牝4,池添 謙一,笹田 和秀
2020年9月13日,産経賞セントウルステークス,GⅡ,12,メイショウキョウジ,牡5,藤岡 康太,藤岡 健一
2020年9月13日,産経賞セントウルステークス,GⅡ,13,キングハート,牡7,菱田 裕二,星野 忍
2020年9月13日,産経賞セントウルステークス,GⅡ,14,クライムメジャー,牡6,鮫島 克駿,渡辺 薫彦
2020年9月13日,産経賞セントウルステークス,GⅡ,15,フェルトベルク,牝6,藤懸 貴志,荒川 義之
2020年9月13日,産経賞セントウルステークス,GⅡ,16,ラブカンプー,牝5,斎藤 新,森田 直行
2020年9月13日,産経賞セントウルステークス,GⅡ,17,セイウンコウセイ,牡7,幸 英明,上原 博之
2020年9月19日,阪神ジャンプステークス,J・GⅢ,1,タガノエスプレッソ,牡8,平沢 健治,五十嵐 忠男
2020年9月19日,阪神ジャンプステークス,J・GⅢ,2,ケイブルグラム,せん7,蓑島 靖典,高橋 文雅
2020年9月19日,阪神ジャンプステークス,J・GⅢ,3,ブレイクスピアー,牡5,熊沢 重文,長谷川 浩大
2020年9月19日,阪神ジャンプステークス,J・GⅢ,4,サトノエメラルド,牡5,高田 潤,安田 隆行
2020年9月19日,阪神ジャンプステークス,J・GⅢ,5,ヤマニンシルフ,牡7,小坂 忠士,千田 輝彦
2020年9月19日,阪神ジャンプステークス,J・GⅢ,6,マイネルレオーネ,牡8,上野 翔,清水 久詞
2020年9月19日,阪神ジャンプステークス,J・GⅢ,7,フォイヤーヴェルク,牡7,森 一馬,池江 泰寿
2020年9月19日,阪神ジャンプステークス,J・GⅢ,8,ファイアプルーフ,牡5,大江原 圭,根本 康広
2020年9月19日,阪神ジャンプステークス,J・GⅢ,9,プラチナアッシュ,せん5,白浜 雄造,寺島 良
2020年9月19日,阪神ジャンプステークス,J・GⅢ,10,スマートボムシェル,牡8,植野 貴也,吉田 直弘
2020年9月19日,阪神ジャンプステークス,J・GⅢ,11,クリノライジン,牡4,小野寺 祐太,荒川 義之
2020年9月19日,阪神ジャンプステークス,J・GⅢ,12,トラキアンコード,せん8,五十嵐 雄祐,武市 康男
2020年9月19日,阪神ジャンプステークス,J・GⅢ,13,ルペールノエル,牡10,西谷 誠,藤原 英昭
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,1,リアアメリア,牝3,川田 将雅,中内田 充正
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,2,ムジカ,牝3,秋山 真一郎,鈴木 孝志
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,3,オーマイダーリン,牝3,和田 竜二,河内 洋
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,4,デゼル,牝3,武 豊,友道 康夫
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,5,クラヴァシュドール,牝3,M.デムーロ,中内田 充正
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,6,リリーピュアハート,牝3,福永 祐一,藤原 英昭
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,7,アカイイト,牝3,藤岡 佑介,中竹 和也
2020年9月20日,関西テレビ放送賞ローズステークス,GⅡ,8,フィオリキアリ,牝3,北村 友一,清水 久詞
